Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age_Months,Payment_of_Min_Amount,Total_EMI_per_month,Monthly_Balance,Payment_Behaviour,Credit_Score_Category,Credit_Default
43,35623.88,2505.75,7,6,5,4,3,7,Bad,17186.06,24.54,190,No,343.66,686.16,Low_spent_Medium_value_payments,Poor,1
54,37053.38,2307.89,4,3,1,0,2,3,Good,6000.1,19.15,107,Yes,459.1,790.97,High_spent_Small_value_payments,Good,0
38,15000.0,981.89,5,3,2,9,2,0,Standard,1274.58,19.18,163,Yes,56.51,620.22,High_spent_Small_value_payments,Standard,1
66,18017.4,1213.88,7,6,1,6,3,5,Standard,2628.91,18.07,412,Yes,204.07,395.38,High_spent_Large_value_payments,Standard,1
48,18804.94,1178.71,5,5,1,2,3,0,Bad,4312.18,30.99,98,Yes,397.03,340.25,Low_spent_Small_value_payments,Poor,1
42,59470.74,3955.11,4,4,2,0,1,3,Standard,4599.52,32.01,165,Yes,222.99,2439.83,High_spent_Small_value_payments,Standard,0
40,61285.09,3848.12,3,6,2,5,1,2,Standard,12450.5,19.99,229,No,513.45,1707.27,High_spent_Large_value_payments,Good,0
41,44109.12,2805.89,7,5,1,5,3,1,Bad,4447.8,2.82,113,Yes,430.91,906.89,Low_spent_Small_value_payments,Poor,0
55,59543.46,3857.41,9,4,1,1,4,2,Standard,6698.19,28.89,174,Yes,512.58,1756.97,High_spent_Large_value_payments,Standard,0
45,32909.29,2163.22,6,7,0,5,4,2,Standard,9641.2,7.66,165,Yes,861.16,519.71,Low_spent_Medium_value_payments,Standard,0
38,74694.3,4845.28,3,6,0,0,1,5,Bad,20860.26,17.66,185,Yes,1503.23,452.92,High_spent_Small_value_payments,Poor,1
60,36507.5,2385.51,2,3,1,12,3,0,Standard,614.52,23.42,333,Yes,46.17,1385.27,Low_spent_Medium_value_payments,Standard,0
35,37598.46,2377.53,7,6,4,2,0,2,Standard,15485.18,10.0,104,Yes,363.8,860.65,High_spent_Small_value_payments,Standard,1
53,30965.98,1911.29,4,4,2,0,2,2,Standard,8739.93,7.6,276,No,427.74,721.43,Low_spent_Large_value_payments,Good,1
52,54757.54,3313.54,2,4,2,10,2,1,Standard,7337.93,24.48,278,Yes,332.87,1191.98,Low_spent_Medium_value_payments,Standard,1
62,28205.74,1752.23,3,5,1,2,1,4,Standard,17345.74,9.56,108,Yes,1226.56,50.0,Low_spent_Medium_value_payments,Poor,1
26,65242.01,4325.83,2,10,1,5,4,5,Standard,4042.11,20.41,53,Yes,272.77,1526.48,Low_spent_Small_value_payments,Poor,0
55,18411.13,1261.46,6,1,0,4,2,4,Good,1729.43,56.54,120,Yes,120.09,527.32,Low_spent_Large_value_payments,Poor,1
47,18781.92,1161.35,4,3,2,0,0,4,Standard,6459.02,40.62,125,Yes,250.57,408.33,High_spent_Medium_value_payments,Poor,0
61,54855.41,3355.84,3,5,2,2,1,3,Good,21063.75,15.92,410,Yes,818.91,1342.72,Low_spent_Medium_value_payments,Good,0
51,34436.54,2345.72,5,8,2,8,3,1,Bad,4167.29,32.68,268,Yes,141.89,932.28,Low_spent_Small_value_payments,Poor,1
49,27657.86,1750.91,6,5,2,1,2,3,Good,7316.85,23.67,198,Yes,364.19,482.76,High_spent_Medium_value_payments,Good,0
20,61947.01,4355.36,4,3,0,3,1,3,Good,9824.71,28.52,12,Yes,835.48,1333.37,Low_spent_Medium_value_payments,Standard,0
20,25226.32,1708.79,3,5,0,3,0,8,Standard,7441.77,43.5,9,Yes,508.74,403.23,Low_spent_Medium_value_payments,Poor,1
45,32205.07,2046.31,7,6,2,10,4,4,Standard,16778.45,32.02,160,No,748.24,193.95,Low_spent_Large_value_payments,Poor,1
61,84081.07,5308.6,1,3,3,4,1,2,Bad,11933.7,22.36,159,Yes,380.09,2016.56,High_spent_Large_value_payments,Standard,0
32,91444.31,6005.46,3,6,3,10,3,1,Good,4452.98,32.25,99,No,111.68,2968.16,High_spent_Medium_value_payments,Good,0
58,93287.27,5677.22,7,5,1,10,2,3,Standard,22395.58,12.15,249,Yes,2090.08,575.83,Low_spent_Large_value_payments,Standard,1
40,30660.32,1878.71,4,4,2,2,2,1,Standard,3381.14,34.0,209,Yes,162.64,906.95,High_spent_Small_value_payments,Standard,0
57,75994.92,4704.48,5,4,1,0,1,2,Good,21028.08,21.03,180,No,1498.02,594.1,High_spent_Medium_value_payments,Good,0
28,20550.25,1405.49,2,7,4,11,5,2,Bad,1305.27,7.6,107,Yes,26.26,712.6,High_spent_Medium_value_payments,Poor,1
65,21075.33,1381.84,5,4,3,0,2,2,Standard,8226.31,41.88,477,Yes,191.24,654.29,High_spent_Medium_value_payments,Good,0
49,15000.0,901.72,3,6,5,3,0,2,Bad,3052.73,23.84,218,No,41.14,564.2,High_spent_Medium_value_payments,Standard,1
53,99083.77,6667.98,2,4,3,0,1,3,Standard,25239.01,2.1,278,Yes,775.19,1997.26,High_spent_Large_value_payments,Good,0
50,21625.15,1396.77,3,7,1,16,8,1,Standard,3873.37,15.15,334,Yes,268.79,320.28,Low_spent_Small_value_payments,Poor,1
41,33660.5,2205.92,4,6,2,0,1,6,Standard,9535.77,36.15,115,Yes,405.25,876.16,High_spent_Large_value_payments,Poor,1
56,21032.11,1310.71,4,5,0,1,2,4,Standard,8073.29,12.24,102,No,669.46,50.0,High_spent_Small_value_payments,Standard,0
51,55110.7,3636.07,4,8,1,20,5,1,Standard,23179.49,51.86,153,No,1920.38,454.45,High_spent_Large_value_payments,Poor,1
45,28987.49,2046.73,5,5,2,0,0,2,Standard,12541.9,39.69,83,Yes,604.75,819.25,High_spent_Large_value_payments,Poor,1
54,16599.2,1009.16,4,4,4,6,2,2,Good,1988.1,18.05,323,Yes,42.83,363.22,Low_spent_Large_value_payments,Good,1
24,47334.63,2985.67,5,5,5,5,3,3,Standard,10146.54,34.44,28,Yes,200.04,1026.33,High_spent_Medium_value_payments,Poor,1
21,15363.69,962.27,4,5,1,0,1,3,Good,10232.71,39.83,10,No,673.59,50.0,High_spent_Large_value_payments,Standard,1
54,21972.71,1377.53,2,6,1,10,4,3,Good,7010.1,50.64,382,No,579.09,159.84,High_spent_Small_value_payments,Standard,0
18,15000.0,961.54,2,5,1,0,1,1,Standard,2842.04,41.34,6,Yes,201.44,438.32,High_spent_Small_value_payments,Poor,1
18,15454.03,1064.21,2,9,5,6,3,3,Good,2533.27,25.34,6,No,43.7,581.69,Low_spent_Medium_value_payments,Standard,0
64,40421.52,2825.03,5,5,2,2,2,3,Bad,17558.89,19.58,365,Yes,787.77,586.55,High_spent_Small_value_payments,Poor,1
37,15000.0,932.86,4,8,3,0,1,3,Good,2862.27,14.61,131,No,93.88,524.7,Low_spent_Small_value_payments,Good,0
36,15000.0,988.23,8,8,0,3,1,2,Standard,2652.51,24.66,140,Yes,203.43,327.09,High_spent_Small_value_payments,Standard,1
46,36263.92,2426.05,8,10,1,5,2,4,Standard,13268.41,19.7,288,No,1325.98,50.0,Low_spent_Large_value_payments,Standard,1
27,26208.42,1720.66,5,7,2,0,1,3,Good,5467.55,32.54,28,Yes,187.9,610.6,High_spent_Small_value_payments,Standard,1
35,119997.0,7764.11,5,7,2,11,4,2,Standard,44183.47,30.65,135,No,1630.65,3355.16,High_spent_Medium_value_payments,Standard,1
45,109134.67,6775.05,4,9,4,1,0,2,Good,40769.42,24.05,167,Yes,1010.32,3080.28,Low_spent_Large_value_payments,Good,1
52,21574.05,1408.55,11,6,0,1,3,5,Good,3149.35,28.55,322,No,253.35,430.57,Low_spent_Small_value_payments,Good,0
60,50730.5,3264.33,4,4,2,9,4,0,Bad,18298.2,60.57,256,Yes,910.84,1066.83,High_spent_Medium_value_payments,Poor,1
64,56929.53,3906.42,5,7,1,2,2,3,Standard,6659.41,25.99,269,Yes,663.48,1516.86,High_spent_Medium_value_payments,Standard,0
48,25374.82,1732.4,3,3,3,9,4,2,Good,1708.04,53.4,306,Yes,43.61,984.7,Low_spent_Large_value_payments,Standard,0
44,15000.0,921.77,6,4,1,1,0,7,Standard,3363.39,55.0,236,No,277.34,230.14,Low_spent_Medium_value_payments,Poor,0
28,36048.51,2197.48,3,8,1,4,2,4,Standard,841.16,16.23,42,Yes,61.91,1328.62,High_spent_Small_value_payments,Standard,1
66,32738.03,2286.37,4,7,1,18,6,5,Bad,6182.24,5.86,304,Yes,582.03,431.54,Low_spent_Small_value_payments,Poor,1
66,27960.31,1839.83,3,3,0,2,0,7,Standard,12036.75,40.8,401,Yes,858.22,50.0,Low_spent_Small_value_payments,Poor,1
55,47353.22,3281.24,4,2,1,3,2,2,Standard,8323.72,43.79,162,No,600.67,1355.43,Low_spent_Medium_value_payments,Standard,0
22,23145.65,1403.32,5,2,2,8,3,4,Standard,9550.22,55.87,33,Yes,446.57,487.14,Low_spent_Large_value_payments,Poor,1
25,18193.17,1195.36,3,4,2,5,2,5,Standard,7967.99,21.44,64,Yes,369.13,265.45,Low_spent_Small_value_payments,Poor,1
51,38771.85,2552.89,6,4,1,7,1,2,Good,7705.72,57.89,298,No,717.06,572.31,Low_spent_Small_value_payments,Standard,1
65,45779.06,3173.6,4,2,4,2,0,2,Standard,4216.31,32.04,147,No,77.58,2059.46,High_spent_Large_value_payments,Good,0
69,17926.1,1094.52,4,4,1,2,1,7,Standard,3208.1,44.94,271,Yes,290.33,396.57,High_spent_Large_value_payments,Poor,1
29,63376.88,3967.7,5,6,0,0,2,0,Bad,7764.22,44.51,117,No,620.44,1103.85,Low_spent_Small_value_payments,Poor,1
55,15000.0,966.06,5,4,1,8,4,2,Standard,825.72,20.6,320,No,73.05,351.31,High_spent_Large_value_payments,Standard,0
18,25671.38,1781.08,5,5,1,4,4,3,Bad,2272.74,43.17,6,Yes,166.87,978.19,High_spent_Medium_value_payments,Poor,1
48,31107.21,2182.83,1,4,5,4,2,2,Standard,9245.75,21.01,245,Yes,179.88,1332.39,Low_spent_Medium_value_payments,Standard,1
21,24791.74,1754.13,3,5,1,2,2,2,Standard,5953.59,22.61,29,No,514.62,699.08,High_spent_Medium_value_payments,Standard,0
66,25873.22,1821.25,7,8,3,11,4,5,Good,4249.69,29.85,406,Yes,130.25,607.2,Low_spent_Medium_value_payments,Standard,0
62,111596.47,6702.97,3,4,1,6,5,8,Standard,20708.54,11.47,319,No,1682.61,1550.76,Low_spent_Small_value_payments,Good,0
67,21795.73,1319.01,5,2,1,0,2,0,Standard,7488.45,61.12,378,Yes,711.82,153.86,High_spent_Large_value_payments,Standard,0
22,157114.96,9678.14,4,4,2,7,5,0,Standard,20791.56,25.56,25,Yes,826.6,5940.4,Low_spent_Small_value_payments,Good,0
47,47205.99,3010.77,5,4,0,0,0,2,Standard,6524.52,18.02,102,Yes,498.58,1020.89,Low_spent_Small_value_payments,Standard,1
41,38377.75,2647.71,4,3,3,2,0,6,Standard,13182.75,41.86,98,Yes,436.84,711.76,High_spent_Large_value_payments,Poor,0
20,48326.93,3366.96,3,5,1,3,0,3,Standard,13912.09,20.97,6,No,1154.2,1130.04,High_spent_Small_value_payments,Standard,0
28,165703.72,10277.61,3,4,0,5,2,3,Standard,43244.64,9.17,89,No,3388.9,1384.79,Low_spent_Medium_value_payments,Standard,0
62,20007.13,1334.74,2,7,2,5,1,2,Bad,7989.54,7.55,272,Yes,340.98,460.86,High_spent_Medium_value_payments,Poor,1
21,18541.18,1296.73,4,5,0,3,1,3,Good,2593.06,45.31,16,Yes,244.09,550.17,High_spent_Small_value_payments,Poor,1
43,23088.28,1501.29,2,5,4,1,0,6,Bad,4799.86,17.18,113,Yes,100.66,923.0,High_spent_Medium_value_payments,Poor,1
44,37022.68,2262.89,7,4,3,4,3,2,Good,1118.12,65.03,91,Yes,31.33,1324.66,High_spent_Small_value_payments,Poor,0
63,15000.0,974.39,2,5,0,5,4,6,Standard,7011.94,34.41,268,No,590.14,50.0,Low_spent_Small_value_payments,Poor,1
60,36805.54,2358.17,1,4,2,1,0,2,Standard,12828.85,44.68,211,No,532.18,434.98,High_spent_Large_value_payments,Standard,0
44,100320.79,6647.05,5,9,1,4,1,3,Standard,29075.67,22.32,105,Yes,2614.79,1127.72,Low_spent_Large_value_payments,Poor,0
59,39769.06,2575.13,2,8,0,3,0,4,Good,13496.23,37.11,181,No,1274.96,50.0,High_spent_Medium_value_payments,Standard,0
68,30466.67,1833.73,5,5,4,0,0,4,Bad,12963.81,17.23,486,No,283.23,475.82,Low_spent_Large_value_payments,Good,0
67,25061.89,1773.59,2,3,4,9,2,3,Good,7344.02,52.31,255,Yes,142.03,688.74,Low_spent_Large_value_payments,Standard,0
23,62262.03,4102.34,4,4,0,12,4,1,Bad,12125.47,50.85,48,Yes,1133.96,1020.47,High_spent_Large_value_payments,Poor,1
32,22125.82,1441.08,4,3,3,4,4,4,Good,5359.68,8.34,137,No,125.24,689.48,High_spent_Small_value_payments,Good,1
47,109956.22,7734.51,3,8,3,8,3,1,Standard,34622.82,36.9,217,Yes,915.95,3716.12,High_spent_Medium_value_payments,Standard,0
59,115845.87,7146.36,5,2,2,4,2,3,Good,25333.0,49.39,403,Yes,1192.78,3367.03,Low_spent_Small_value_payments,Good,0
54,42363.84,2628.68,6,2,4,3,2,1,Standard,5534.09,25.06,365,Yes,125.29,964.53,Low_spent_Small_value_payments,Good,0
54,36065.46,2479.63,2,3,4,5,4,2,Good,10445.57,45.71,154,Yes,258.37,1156.53,Low_spent_Small_value_payments,Standard,1
59,67399.7,4234.43,4,5,3,4,2,0,Standard,14950.44,1.5,389,Yes,395.54,1318.34,High_spent_Medium_value_payments,Good,0
54,70044.01,4809.1,7,3,1,6,2,4,Standard,5662.24,34.02,378,No,497.79,1744.24,Low_spent_Small_value_payments,Good,0
52,22390.79,1409.31,2,4,2,4,1,4,Standard,10648.29,13.8,230,Yes,495.74,140.92,Low_spent_Medium_value_payments,Standard,1
40,26477.93,1598.2,4,7,3,18,6,5,Good,5104.17,7.35,215,Yes,142.28,542.04,High_spent_Small_value_payments,Standard,1
23,16425.52,1077.53,2,5,2,4,3,6,Bad,759.29,34.97,37,Yes,29.05,435.46,Low_spent_Medium_value_payments,Poor,1
21,46417.83,2883.98,4,14,0,2,0,4,Bad,7439.12,45.17,28,Yes,525.03,696.41,High_spent_Large_value_payments,Poor,1
35,54175.1,3695.28,5,7,4,0,2,4,Standard,29176.31,63.69,72,Yes,540.27,1219.72,Low_spent_Medium_value_payments,Poor,1
26,16155.97,1081.58,5,4,1,7,1,2,Standard,4386.55,34.88,33,Yes,300.51,175.24,Low_spent_Medium_value_payments,Poor,1
66,27636.17,1934.69,4,6,1,0,1,3,Standard,5956.09,47.27,446,Yes,450.05,467.23,Low_spent_Small_value_payments,Standard,0
46,16181.88,1108.17,4,6,1,4,3,4,Bad,7080.88,21.77,240,Yes,500.13,218.32,High_spent_Large_value_payments,Poor,0
30,21178.04,1312.16,4,6,1,0,4,6,Bad,9644.14,58.29,118,No,653.69,50.0,Low_spent_Small_value_payments,Poor,1
64,50544.54,3470.81,2,6,1,6,2,2,Bad,31367.62,7.06,120,Yes,2429.57,50.0,Low_spent_Small_value_payments,Poor,1
69,23386.42,1565.77,3,6,1,1,1,3,Standard,2912.37,35.96,388,Yes,240.77,851.54,High_spent_Medium_value_payments,Standard,0
34,30318.23,2038.81,5,8,1,2,0,3,Good,12381.7,25.95,97,Yes,1067.9,274.26,High_spent_Small_value_payments,Standard,0
62,15000.0,1035.24,3,7,1,6,2,2,Bad,4379.09,53.83,230,No,411.69,84.23,Low_spent_Large_value_payments,Poor,1
49,40627.24,2690.19,6,7,1,4,4,1,Good,2743.91,46.73,297,No,188.18,1563.7,Low_spent_Medium_value_payments,Good,0
65,35363.52,2300.34,1,2,2,1,1,2,Good,7395.93,15.72,239,No,259.77,1307.54,Low_spent_Small_value_payments,Good,0
39,23449.97,1568.73,4,8,0,2,2,3,Bad,1358.46,11.33,117,No,108.79,947.76,Low_spent_Small_value_payments,Standard,1
21,32421.97,2049.97,3,6,0,2,1,1,Standard,12282.7,51.88,13,Yes,1066.56,50.0,Low_spent_Large_value_payments,Poor,1
22,40464.36,2507.91,6,6,6,2,1,5,Standard,4946.23,34.25,42,Yes,60.79,1245.34,Low_spent_Large_value_payments,Poor,0
54,22271.86,1485.08,7,4,2,4,4,2,Good,5333.04,6.73,277,No,196.46,467.37,Low_spent_Medium_value_payments,Good,0
58,15000.0,938.0,4,3,3,2,3,2,Good,5269.88,15.42,339,No,118.99,450.27,Low_spent_Small_value_payments,Good,0
66,107295.79,6530.64,2,5,1,4,1,2,Standard,26495.66,37.28,511,Yes,2279.06,830.23,Low_spent_Medium_value_payments,Good,1
30,24835.67,1490.29,5,4,2,1,2,3,Standard,9636.51,23.52,84,No,411.61,540.48,Low_spent_Medium_value_payments,Standard,1
51,34267.2,2281.86,2,3,3,39,13,3,Bad,4770.48,12.85,210,Yes,133.09,1141.4,High_spent_Large_value_payments,Poor,1
62,66602.93,4257.48,5,6,4,7,3,5,Bad,5906.53,7.26,280,Yes,144.55,2097.6,Low_spent_Small_value_payments,Standard,0
39,300000.0,20445.01,2,4,0,2,1,2,Bad,35617.96,16.04,177,No,2945.62,10544.88,High_spent_Medium_value_payments,Good,0
40,17211.07,1102.62,5,9,2,17,8,5,Standard,2101.19,51.76,220,Yes,98.2,405.2,High_spent_Large_value_payments,Poor,1
68,47567.09,3104.47,2,7,2,6,3,5,Good,12604.7,38.04,445,Yes,498.71,752.57,High_spent_Medium_value_payments,Good,0
20,23753.11,1529.94,6,6,4,3,2,1,Good,7152.21,48.53,13,Yes,164.79,491.49,Low_spent_Small_value_payments,Poor,1
59,26284.27,1762.3,3,10,3,1,1,0,Standard,4323.73,23.61,189,Yes,135.6,719.01,High_spent_Medium_value_payments,Standard,0
51,23573.37,1505.35,6,6,0,4,3,4,Good,3344.52,45.15,311,Yes,227.6,766.81,Low_spent_Large_value_payments,Standard,0
49,18483.01,1301.96,3,6,0,2,2,1,Standard,4809.7,12.67,290,Yes,339.91,213.83,Low_spent_Medium_value_payments,Good,0
62,35426.85,2484.9,4,2,1,0,0,5,Standard,12397.01,24.03,187,Yes,1191.95,517.92,Low_spent_Medium_value_payments,Standard,0
68,15000.0,1037.8,3,5,0,2,1,3,Good,4430.9,47.04,408,No,366.45,222.65,High_spent_Large_value_payments,Good,0
66,64092.62,4484.56,2,3,3,0,2,1,Standard,18355.69,19.78,338,Yes,560.4,2293.11,Low_spent_Large_value_payments,Good,0
38,37533.97,2434.67,8,4,1,3,1,5,Standard,6906.94,39.55,84,No,601.89,400.46,Low_spent_Medium_value_payments,Poor,1
63,46791.69,3079.42,5,4,4,0,1,3,Bad,8623.3,28.12,218,No,185.88,1502.72,Low_spent_Small_value_payments,Standard,0
61,27454.54,1867.99,4,5,3,0,0,2,Standard,15301.87,6.08,366,Yes,360.09,792.13,Low_spent_Medium_value_payments,Good,0
38,29134.48,1967.79,7,8,4,13,5,1,Standard,10928.34,23.69,207,Yes,184.3,1133.91,Low_spent_Medium_value_payments,Poor,1
61,43154.34,3005.66,2,6,1,4,3,4,Standard,3480.86,14.59,337,Yes,301.92,1451.69,Low_spent_Small_value_payments,Good,0
28,18062.07,1223.89,4,2,5,11,4,1,Standard,1873.12,16.37,105,Yes,37.25,580.1,High_spent_Medium_value_payments,Poor,0
56,29295.98,2074.46,6,6,2,0,0,5,Good,7940.65,48.02,265,Yes,348.09,637.02,High_spent_Small_value_payments,Standard,1
21,21681.87,1382.77,4,8,1,21,5,2,Standard,5137.56,20.9,28,Yes,468.6,124.63,Low_spent_Large_value_payments,Poor,1
68,21282.89,1469.03,4,4,3,7,6,2,Standard,3291.88,8.59,529,Yes,75.26,529.63,Low_spent_Small_value_payments,Good,0
18,15000.0,1013.37,2,4,3,8,3,3,Bad,381.79,31.8,6,Yes,12.33,648.0,Low_spent_Large_value_payments,Poor,1
45,81112.79,5474.3,5,6,2,12,5,3,Good,39086.89,2.55,74,Yes,1722.13,1775.42,Low_spent_Medium_value_payments,Standard,1
41,24054.49,1528.18,5,3,4,14,6,4,Bad,4109.12,30.62,103,Yes,93.45,569.91,High_spent_Small_value_payments,Poor,1
52,72986.2,5000.33,6,4,3,6,2,1,Bad,22660.39,52.76,162,Yes,722.56,1859.38,Low_spent_Small_value_payments,Poor,1
30,68959.55,4810.21,3,3,1,4,1,2,Bad,9520.21,43.78,84,Yes,845.44,2006.79,High_spent_Medium_value_payments,Poor,1
64,16787.67,1047.01,3,5,3,0,2,0,Standard,3897.7,32.06,303,Yes,92.34,553.61,Low_spent_Small_value_payments,Standard,0
51,18900.68,1262.12,3,4,1,0,2,2,Good,3881.06,26.45,310,No,332.38,477.14,Low_spent_Medium_value_payments,Good,0
28,168771.63,10843.26,4,5,1,1,3,6,Bad,47403.45,18.66,70,Yes,3439.15,1954.36,High_spent_Large_value_payments,Poor,0
53,103834.71,7343.2,4,3,1,2,1,1,Standard,24398.02,29.24,165,No,2288.45,2327.54,Low_spent_Large_value_payments,Good,0
68,35635.19,2322.96,3,4,2,22,7,3,Standard,3781.81,12.97,212,No,149.08,959.64,Low_spent_Medium_value_payments,Poor,0
34,42379.66,2647.6,3,1,1,5,1,6,Good,16696.68,2.18,77,No,1170.45,368.5,Low_spent_Small_value_payments,Good,0
52,24871.86,1595.2,3,4,0,5,2,2,Standard,2272.85,19.67,121,No,187.12,469.33,High_spent_Large_value_payments,Standard,1
35,47070.96,3157.67,6,6,2,3,1,4,Standard,14932.91,17.77,127,Yes,619.39,1149.84,Low_spent_Small_value_payments,Standard,0
57,23616.26,1436.44,3,4,1,0,1,6,Good,14029.77,14.72,172,Yes,1005.51,50.0,Low_spent_Large_value_payments,Standard,1
39,15000.0,998.09,4,6,2,3,2,3,Good,3927.42,1.46,203,Yes,136.68,469.02,Low_spent_Large_value_payments,Good,0
41,16433.32,1151.78,5,7,1,1,0,2,Standard,5211.47,32.97,241,Yes,390.14,338.59,High_spent_Medium_value_payments,Standard,0
36,36778.02,2545.49,3,8,3,4,1,4,Bad,17711.22,23.32,102,Yes,554.4,570.87,Low_spent_Small_value_payments,Poor,1
54,18423.08,1118.89,2,4,1,1,2,3,Bad,5829.58,53.47,367,Yes,440.01,263.5,High_spent_Small_value_payments,Poor,0
56,34878.77,2468.08,6,9,0,3,2,3,Good,13357.86,59.06,368,Yes,1302.89,291.31,Low_spent_Small_value_payments,Standard,0
38,19057.26,1287.69,5,2,4,4,2,1,Bad,5153.96,35.07,134,Yes,100.83,657.37,Low_spent_Medium_value_payments,Poor,1
25,22710.61,1402.56,5,4,3,3,0,1,Good,12830.93,26.12,27,No,403.73,443.46,High_spent_Medium_value_payments,Standard,1
45,60590.85,3643.6,4,3,2,0,1,4,Standard,31396.01,24.72,196,Yes,1390.26,569.16,Low_spent_Medium_value_payments,Poor,1
22,42128.86,2605.9,4,4,3,0,2,2,Good,12480.95,21.44,35,Yes,314.48,1218.02,Low_spent_Large_value_payments,Standard,0
34,36105.53,2494.18,7,5,3,4,2,4,Standard,8934.67,27.58,55,Yes,249.3,1015.0,Low_spent_Medium_value_payments,Poor,1
54,61536.05,3706.59,2,3,2,1,4,1,Bad,13316.81,27.58,369,Yes,528.26,1083.59,High_spent_Large_value_payments,Standard,0
53,48453.76,3029.61,6,5,3,1,3,1,Bad,15095.23,29.84,306,No,488.35,1325.54,High_spent_Small_value_payments,Standard,1
36,86503.31,5899.88,6,6,2,5,4,1,Good,26969.05,17.69,169,Yes,1323.52,2601.78,High_spent_Small_value_payments,Good,1
44,27559.0,1828.53,6,5,2,2,1,4,Bad,4651.16,12.21,186,No,232.34,960.86,Low_spent_Small_value_payments,Standard,0
51,28063.33,1921.77,7,8,1,6,2,3,Standard,8906.76,14.18,146,No,854.27,485.45,Low_spent_Large_value_payments,Standard,0
28,16636.17,1132.65,3,5,2,0,2,2,Good,3295.84,33.07,26,Yes,160.6,597.04,Low_spent_Medium_value_payments,Standard,0
62,28074.35,1699.85,4,4,1,7,3,3,Standard,9814.59,14.08,278,Yes,862.8,50.0,High_spent_Large_value_payments,Standard,1
64,64787.11,4513.64,7,4,3,4,3,2,Good,19437.16,7.35,141,No,536.11,1427.29,Low_spent_Small_value_payments,Good,0
29,79220.66,4948.08,2,1,2,3,3,3,Bad,3841.39,29.21,43,Yes,167.21,2378.34,High_spent_Large_value_payments,Poor,1
38,64613.79,4264.19,3,4,0,8,5,1,Standard,26899.65,21.31,127,Yes,2550.62,50.0,High_spent_Medium_value_payments,Poor,0
28,15000.0,1004.7,5,5,4,14,6,1,Bad,1949.7,44.61,67,Yes,44.7,492.97,High_spent_Medium_value_payments,Poor,1
56,69555.98,4300.42,2,5,2,5,1,5,Good,21128.85,13.66,252,Yes,733.08,1112.35,Low_spent_Medium_value_payments,Good,0
45,15000.0,1058.64,3,7,1,0,2,3,Bad,4507.85,50.16,183,Yes,382.74,210.78,Low_spent_Large_value_payments,Poor,1
22,62247.3,4064.02,4,5,1,4,2,0,Standard,16927.65,9.26,19,Yes,1354.26,1094.09,Low_spent_Small_value_payments,Standard,0
34,29124.33,1765.65,1,5,1,0,0,2,Good,9013.09,8.83,121,Yes,684.07,512.7,Low_spent_Medium_value_payments,Good,0
37,55354.87,3883.35,4,6,0,1,1,3,Good,23654.6,24.94,103,No,1860.6,61.54,Low_spent_Large_value_payments,Standard,0
58,16326.27,1083.27,3,3,1,6,2,2,Standard,5232.92,45.67,256,No,409.33,67.82,High_spent_Medium_value_payments,Standard,1
63,73328.2,4955.12,1,7,5,10,2,1,Bad,13039.22,32.48,223,Yes,189.04,2531.0,Low_spent_Large_value_payments,Poor,0
29,15078.35,990.49,3,4,1,2,2,3,Standard,4580.59,25.45,37,Yes,383.79,50.0,High_spent_Small_value_payments,Poor,1
23,24316.9,1678.91,4,4,1,1,0,4,Good,4868.06,28.3,17,Yes,483.47,481.6,High_spent_Large_value_payments,Standard,0
34,19953.17,1204.35,1,4,1,0,1,7,Good,7453.85,49.33,144,Yes,566.54,133.29,High_spent_Small_value_payments,Poor,1
68,15000.0,943.61,3,8,2,3,2,3,Standard,1314.12,23.55,379,Yes,48.37,593.32,Low_spent_Small_value_payments,Good,0
36,38434.72,2501.63,4,7,1,2,0,4,Standard,23396.85,27.1,46,Yes,1751.14,50.0,High_spent_Small_value_payments,Poor,1
43,107328.93,6528.81,2,6,2,3,1,1,Good,14481.81,60.71,233,Yes,542.2,3413.95,High_spent_Medium_value_payments,Good,0
65,179897.61,12169.59,7,5,2,1,4,3,Good,88604.73,25.68,113,No,4013.67,3011.66,High_spent_Small_value_payments,Standard,1
61,38495.38,2473.89,4,6,2,3,1,4,Standard,10666.47,21.02,152,No,466.0,1212.86,Low_spent_Large_value_payments,Standard,0
61,70969.73,4467.82,2,5,3,2,2,6,Standard,26073.98,48.9,133,Yes,846.66,1640.27,High_spent_Small_value_payments,Poor,1
69,41741.74,2506.03,3,5,3,20,7,4,Standard,6523.02,46.07,281,No,162.39,915.61,High_spent_Large_value_payments,Poor,1
49,48987.96,3321.29,5,4,6,1,5,2,Standard,22833.1,29.14,116,Yes,362.46,1663.63,Low_spent_Small_value_payments,Poor,0
23,29575.77,2041.7,2,4,2,0,1,4,Good,6029.22,28.29,24,Yes,272.51,726.98,High_spent_Large_value_payments,Standard,1
53,40824.85,2624.21,6,4,2,8,4,1,Good,6605.68,26.96,139,Yes,268.72,1157.91,High_spent_Small_value_payments,Standard,1
55,50135.63,3314.58,6,5,2,7,2,4,Standard,13428.94,39.13,337,No,513.37,1798.97,Low_spent_Large_value_payments,Standard,0
